time,t2m_d00,t2m_d01,t2m_d02,t2m_d03,t2m_d04,t2m_d05,t2m_d06,t2m_d07,t2m_d08,t2m_era5_mean,t2m_era5_std
2010-12-25,273.67914,272.7434,272.4895,272.79132,271.56873,268.197,266.24585,263.91907,268.97064,264.14233,6.796333
2010-12-26,273.55286,272.27182,272.88626,271.90833,273.06366,272.42523,266.92065,267.11896,268.19925,265.0039,6.416537
2010-12-27,270.92844,270.51508,270.5241,270.3501,270.90295,271.69565,270.4443,270.2284,269.14618,263.30832,5.967879
2010-12-28,268.89252,268.7505,268.32843,268.16724,267.72546,268.9033,269.98288,268.24152,265.0943,264.6232,6.1613283
2010-12-29,269.21765,268.97015,268.97357,269.11035,270.02954,269.85297,266.98932,268.13528,267.9519,264.5714,7.557084
2010-12-30,268.3075,267.58368,267.75934,269.34802,266.7016,271.2182,267.5666,269.64313,273.69653,264.05713,7.452442
2010-12-31,272.01532,271.253,272.3598,272.60416,271.3999,270.44165,270.24716,271.6297,272.24915,264.85742,6.9439645
2011-01-01,,273.17328,272.57596,270.78522,269.4488,272.64798,266.784,269.87787,272.56955,,
2011-01-02,,,270.72607,271.13687,271.4876,271.89905,268.94916,270.70782,269.41653,,
2011-01-03,,,,268.13382,268.4566,268.15466,269.63513,270.7146,269.26804,,
2011-01-04,,,,,267.8537,265.3494,268.20627,264.9455,268.0098,,
2011-01-05,,,,,,266.8901,264.7036,269.05347,264.63965,,
2011-01-06,,,,,,,268.9237,264.40018,270.17905,,
2011-01-07,,,,,,,,267.01047,264.49524,,
2011-01-08,,,,,,,,,266.9705,,
