radiosonde_id,year,nobs,lat,lon,year_first,year_last
EGM00062414,2013,460,23.9644,32.82,1936,2023
EGM00062414,2014,307,23.9644,32.82,1936,2023
EGM00062414,2015,329,23.9644,32.82,1936,2023
EGM00062414,2016,161,23.9644,32.82,1936,2023
EGM00062414,2017,181,23.9644,32.82,1936,2023
EGM00062414,2019,123,23.9644,32.82,1936,2023
EGM00062414,2020,216,23.9644,32.82,1936,2023
EGM00062417,1985,114,29.183,25.517,1948,2000
EGM00062417,1986,150,29.183,25.517,1948,2000
EGM00062417,1987,223,29.183,25.517,1948,2000
EGM00062417,1988,233,29.183,25.517,1948,2000
EGM00062417,1989,321,29.183,25.517,1948,2000
EGM00062417,1990,179,29.183,25.517,1948,2000
EGM00062417,1991,155,29.183,25.517,1948,2000
EGM00062417,1992,36,29.183,25.517,1948,2000
EGM00062417,1993,64,29.183,25.517,1948,2000
EGM00062417,1995,558,29.183,25.517,1948,2000
EGM00062417,1996,510,29.183,25.517,1948,2000
EGM00062417,1997,473,29.183,25.517,1948,2000
EGM00062417,1998,490,29.183,25.517,1948,2000
EGM00062417,1999,555,29.183,25.517,1948,2000
EGM00062417,2000,321,29.183,25.517,1948,2000
EGM00062420,1985,263,28.333,28.867,1976,2000
EGM00062420,1986,270,28.333,28.867,1976,2000
EGM00062420,1987,130,28.333,28.867,1976,2000
EGM00062420,1988,241,28.333,28.867,1976,2000
EGM00062420,1989,387,28.333,28.867,1976,2000
EGM00062420,1990,226,28.333,28.867,1976,2000
EGM00062420,1991,203,28.333,28.867,1976,2000
EGM00062420,1992,46,28.333,28.867,1976,2000
EGM00062420,1993,281,28.333,28.867,1976,2000
EGM00062420,1994,219,28.333,28.867,1976,2000
EGM00062420,1995,262,28.333,28.867,1976,2000
EGM00062420,1996,253,28.333,28.867,1976,2000
EGM00062420,1997,484,28.333,28.867,1976,2000
EGM00062420,1998,583,28.333,28.867,1976,2000
EGM00062420,1999,469,28.333,28.867,1976,2000
EGM00062420,2000,203,28.333,28.867,1976,2000
EGM00062423,1993,180,27.0583,27.9892,1953,2023
EGM00062423,1994,321,27.0583,27.9892,1953,2023
EGM00062423,1995,235,27.0583,27.9892,1953,2023
EGM00062423,1996,304,27.0583,27.9892,1953,2023
EGM00062423,1997,262,27.0583,27.9892,1953,2023
EGM00062423,1998,329,27.0583,27.9892,1953,2023
EGM00062423,1999,333,27.0583,27.9892,1953,2023
EGM00062423,2000,207,27.0583,27.9892,1953,2023
EGM00062423,2003,532,27.0583,27.9892,1953,2023
EGM00062423,2004,565,27.0583,27.9892,1953,2023
EGM00062423,2005,468,27.0583,27.9892,1953,2023
EGM00062423,2006,357,27.0583,27.9892,1953,2023
EGM00062423,2007,365,27.0583,27.9892,1953,2023
EGM00062423,2008,360,27.0583,27.9892,1953,2023
EGM00062423,2009,298,27.0583,27.9892,1953,2023
EGM00062423,2010,247,27.0583,27.9892,1953,2023
EGM00062423,2011,398,27.0583,27.9892,1953,2023
EGM00062423,2012,297,27.0583,27.9892,1953,2023
EGM00062423,2013,191,27.0583,27.9892,1953,2023
EGM00062423,2014,47,27.0583,27.9892,1953,2023
EGM00062423,2015,217,27.0583,27.9892,1953,2023
EGM00062423,2016,32,27.0583,27.9892,1953,2023
EGM00062423,2017,55,27.0583,27.9892,1953,2023
EGM00062423,2018,139,27.0583,27.9892,1953,2023
EGM00062423,2019,180,27.0583,27.9892,1953,2023
EGM00062423,2020,172,27.0583,27.9892,1953,2023
EGM00062432,1987,110,25.5,28.967,1973,1999
EGM00062432,1988,187,25.5,28.967,1973,1999
EGM00062432,1989,299,25.5,28.967,1973,1999
EGM00062432,1990,100,25.5,28.967,1973,1999
EGM00062432,1992,35,25.5,28.967,1973,1999
EGM00062432,1993,474,25.5,28.967,1973,1999
EGM00062432,1994,532,25.5,28.967,1973,1999
EGM00062432,1995,613,25.5,28.967,1973,1999
EGM00062432,1996,632,25.5,28.967,1973,1999
EGM00062432,1997,609,25.5,28.967,1973,1999
EGM00062432,1998,643,25.5,28.967,1973,1999
EGM00062432,1999,649,25.5,28.967,1973,1999
EGM00062435,1985,151,25.45,30.533,1948,1995
EGM00062435,1986,142,25.45,30.533,1948,1995
EGM00062435,1987,91,25.45,30.533,1948,1995
EGM00062435,1988,131,25.45,30.533,1948,1995
EGM00062435,1989,163,25.45,30.533,1948,1995
EGM00062435,1990,65,25.45,30.533,1948,1995
EGM00062435,1991,69,25.45,30.533,1948,1995
EGM00062435,1992,27,25.45,30.533,1948,1995
EGM00062435,1993,368,25.45,30.533,1948,1995
EGM00062435,1994,443,25.45,30.533,1948,1995
EGM00062435,1995,211,25.45,30.533,1948,1995
EGM00062463,1990,53,27.15,33.717,1949,1991
EGM00062463,1991,50,27.15,33.717,1949,1991
EIM00003953,1985,1397,51.9381,-10.2433,1949,2023
EIM00003953,1986,1051,51.9381,-10.2433,1949,2023
EIM00003953,1987,1070,51.9381,-10.2433,1949,2023
EIM00003953,1988,1046,51.9381,-10.2433,1949,2023
EIM00003953,1989,1048,51.9381,-10.2433,1949,2023
EIM00003953,1990,1028,51.9381,-10.2433,1949,2023
EIM00003953,1991,1057,51.9381,-10.2433,1949,2023
EIM00003953,1992,1068,51.9381,-10.2433,1949,2023
EIM00003953,1993,1039,51.9381,-10.2433,1949,2023
EIM00003953,1994,1053,51.9381,-10.2433,1949,2023
EIM00003953,1995,1055,51.9381,-10.2433,1949,2023
EIM00003953,1996,1073,51.9381,-10.2433,1949,2023
EIM00003953,1997,1157,51.9381,-10.2433,1949,2023
EIM00003953,1998,1089,51.9381,-10.2433,1949,2023
EIM00003953,1999,1348,51.9381,-10.2433,1949,2023
EIM00003953,2000,1414,51.9381,-10.2433,1949,2023
EIM00003953,2001,1453,51.9381,-10.2433,1949,2023
EIM00003953,2002,1459,51.9381,-10.2433,1949,2023
EIM00003953,2003,1457,51.9381,-10.2433,1949,2023
EIM00003953,2004,1461,51.9381,-10.2433,1949,2023
EIM00003953,2005,1458,51.9381,-10.2433,1949,2023
EIM00003953,2006,1441,51.9381,-10.2433,1949,2023
EIM00003953,2007,1459,51.9381,-10.2433,1949,2023
EIM00003953,2008,1463,51.9381,-10.2433,1949,2023
EIM00003953,2009,1459,51.9381,-10.2433,1949,2023
EIM00003953,2010,1459,51.9381,-10.2433,1949,2023
EIM00003953,2011,1459,51.9381,-10.2433,1949,2023
EIM00003953,2012,914,51.9381,-10.2433,1949,2023
EIM00003953,2013,730,51.9381,-10.2433,1949,2023
EIM00003953,2014,730,51.9381,-10.2433,1949,2023
EIM00003953,2015,726,51.9381,-10.2433,1949,2023
EIM00003953,2016,725,51.9381,-10.2433,1949,2023
EIM00003953,2017,720,51.9381,-10.2433,1949,2023
EIM00003953,2018,722,51.9381,-10.2433,1949,2023
EIM00003953,2019,724,51.9381,-10.2433,1949,2023
EIM00003953,2020,894,51.9381,-10.2433,1949,2023
ENM00026038,1985,1341,59.3981,24.6028,1947,2023
ENM00026038,1986,1345,59.3981,24.6028,1947,2023
ENM00026038,1987,1374,59.3981,24.6028,1947,2023
ENM00026038,1988,1366,59.3981,24.6028,1947,2023
ENM00026038,1989,1353,59.3981,24.6028,1947,2023
ENM00026038,1990,959,59.3981,24.6028,1947,2023
ENM00026038,1991,599,59.3981,24.6028,1947,2023
ENM00026038,1992,627,59.3981,24.6028,1947,2023
ENM00026038,1993,681,59.3981,24.6028,1947,2023
ENM00026038,1994,643,59.3981,24.6028,1947,2023
ENM00026038,1995,705,59.3981,24.6028,1947,2023
ENM00026038,1996,463,59.3981,24.6028,1947,2023
ENM00026038,1997,650,59.3981,24.6028,1947,2023
ENM00026038,1998,692,59.3981,24.6028,1947,2023
ENM00026038,1999,683,59.3981,24.6028,1947,2023
ENM00026038,2000,685,59.3981,24.6028,1947,2023
ENM00026038,2001,510,59.3981,24.6028,1947,2023
ENM00026038,2002,363,59.3981,24.6028,1947,2023
ENM00026038,2003,365,59.3981,24.6028,1947,2023
ENM00026038,2004,365,59.3981,24.6028,1947,2023
ENM00026038,2005,365,59.3981,24.6028,1947,2023
ENM00026038,2006,366,59.3981,24.6028,1947,2023
ENM00026038,2007,367,59.3981,24.6028,1947,2023
ENM00026038,2008,359,59.3981,24.6028,1947,2023
ENM00026038,2009,368,59.3981,24.6028,1947,2023
ENM00026038,2010,370,59.3981,24.6028,1947,2023
ENM00026038,2011,349,59.3981,24.6028,1947,2023
ENM00026038,2012,356,59.3981,24.6028,1947,2023
ENM00026038,2013,360,59.3981,24.6028,1947,2023
ENM00026038,2014,353,59.3981,24.6028,1947,2023
ENM00026038,2015,365,59.3981,24.6028,1947,2023
ENM00026038,2016,359,59.3981,24.6028,1947,2023
ENM00026038,2017,360,59.3981,24.6028,1947,2023
ENM00026038,2018,354,59.3981,24.6028,1947,2023
ENM00026038,2019,360,59.3981,24.6028,1947,2023
ENM00026038,2020,381,59.3981,24.6028,1947,2023
ERM00063021,1985,275,15.283,38.917,1977,1991
ERM00063021,1986,279,15.283,38.917,1977,1991
ERM00063021,1987,192,15.283,38.917,1977,1991
ERM00063021,1988,109,15.283,38.917,1977,1991
ERM00063021,1989,130,15.283,38.917,1977,1991
ERM00063021,1990,200,15.283,38.917,1977,1991
ERM00063021,1991,48,15.283,38.917,1977,1991
ETM00063450,1985,333,9.0333,38.75,1958,2021
ETM00063450,1986,438,9.0333,38.75,1958,2021
ETM00063450,1987,498,9.0333,38.75,1958,2021
ETM00063450,1988,263,9.0333,38.75,1958,2021
ETM00063450,1989,337,9.0333,38.75,1958,2021
ETM00063450,1990,347,9.0333,38.75,1958,2021
ETM00063450,1991,347,9.0333,38.75,1958,2021
ETM00063450,1992,299,9.0333,38.75,1958,2021
ETM00063450,1993,299,9.0333,38.75,1958,2021
ETM00063450,1994,464,9.0333,38.75,1958,2021
ETM00063450,1995,454,9.0333,38.75,1958,2021
ETM00063450,1996,446,9.0333,38.75,1958,2021
ETM00063450,1997,343,9.0333,38.75,1958,2021
ETM00063450,1998,297,9.0333,38.75,1958,2021
ETM00063450,1999,477,9.0333,38.75,1958,2021
ETM00063450,2000,110,9.0333,38.75,1958,2021
ETM00063450,2002,100,9.0333,38.75,1958,2021
ETM00063450,2003,80,9.0333,38.75,1958,2021
ETM00063450,2004,75,9.0333,38.75,1958,2021
ETM00063450,2006,271,9.0333,38.75,1958,2021
ETM00063450,2007,89,9.0333,38.75,1958,2021
ETM00063450,2008,192,9.0333,38.75,1958,2021
ETM00063450,2009,212,9.0333,38.75,1958,2021
ETM00063450,2010,243,9.0333,38.75,1958,2021
ETM00063450,2011,204,9.0333,38.75,1958,2021
ETM00063450,2012,117,9.0333,38.75,1958,2021
ETM00063450,2013,265,9.0333,38.75,1958,2021
ETM00063450,2014,214,9.0333,38.75,1958,2021
ETM00063450,2015,180,9.0333,38.75,1958,2021
ETM00063450,2016,272,9.0333,38.75,1958,2021
ETM00063450,2017,241,9.0333,38.75,1958,2021
ETM00063450,2018,72,9.0333,38.75,1958,2021
ETM00063478,1986,16,5.9,43.583,1977,1988
ETM00063478,1987,140,5.9,43.583,1977,1988
ETM00063478,1988,35,5.9,43.583,1977,1988
EUM00061972,1985,136,-22.333,40.333,1973,2001
EUM00061972,1986,220,-22.333,40.333,1973,2001
EUM00061972,1987,250,-22.333,40.333,1973,2001
EUM00061972,1988,237,-22.333,40.333,1973,2001
EUM00061972,1989,204,-22.333,40.333,1973,2001
EUM00061972,1990,185,-22.333,40.333,1973,2001
EUM00061972,1991,255,-22.333,40.333,1973,2001
EUM00061972,1992,247,-22.333,40.333,1973,2001
EUM00061972,1993,247,-22.333,40.333,1973,2001
EUM00061972,1994,217,-22.333,40.333,1973,2001
EUM00061972,1995,256,-22.333,40.333,1973,2001
EUM00061972,1996,270,-22.333,40.333,1973,2001
EUM00061972,1997,227,-22.333,40.333,1973,2001
EUM00061972,1998,229,-22.333,40.333,1973,2001
EUM00061972,1999,197,-22.333,40.333,1973,2001
EUM00061972,2000,188,-22.333,40.333,1973,2001
EUM00061972,2001,86,-22.333,40.333,1973,2001
EZM00011520,1985,1424,50.0078,14.4469,1969,2023
EZM00011520,1986,1382,50.0078,14.4469,1969,2023
EZM00011520,1987,1380,50.0078,14.4469,1969,2023
EZM00011520,1988,1356,50.0078,14.4469,1969,2023
EZM00011520,1989,1345,50.0078,14.4469,1969,2023
EZM00011520,1990,1370,50.0078,14.4469,1969,2023
EZM00011520,1991,1388,50.0078,14.4469,1969,2023
EZM00011520,1992,1415,50.0078,14.4469,1969,2023
EZM00011520,1993,1340,50.0078,14.4469,1969,2023
EZM00011520,1994,1330,50.0078,14.4469,1969,2023
EZM00011520,1995,1421,50.0078,14.4469,1969,2023
EZM00011520,1996,1430,50.0078,14.4469,1969,2023
EZM00011520,1997,1413,50.0078,14.4469,1969,2023
EZM00011520,1998,1458,50.0078,14.4469,1969,2023
EZM00011520,1999,1458,50.0078,14.4469,1969,2023
EZM00011520,2000,1459,50.0078,14.4469,1969,2023
EZM00011520,2001,1457,50.0078,14.4469,1969,2023
EZM00011520,2002,1462,50.0078,14.4469,1969,2023
EZM00011520,2003,1463,50.0078,14.4469,1969,2023
EZM00011520,2004,1464,50.0078,14.4469,1969,2023
EZM00011520,2005,1458,50.0078,14.4469,1969,2023
EZM00011520,2006,1454,50.0078,14.4469,1969,2023
EZM00011520,2007,1457,50.0078,14.4469,1969,2023
EZM00011520,2008,1464,50.0078,14.4469,1969,2023
EZM00011520,2009,1461,50.0078,14.4469,1969,2023
EZM00011520,2010,1459,50.0078,14.4469,1969,2023
EZM00011520,2011,1459,50.0078,14.4469,1969,2023
EZM00011520,2012,1461,50.0078,14.4469,1969,2023
EZM00011520,2013,1094,50.0078,14.4469,1969,2023
EZM00011520,2014,1095,50.0078,14.4469,1969,2023
EZM00011520,2015,1095,50.0078,14.4469,1969,2023
EZM00011520,2016,1098,50.0078,14.4469,1969,2023
EZM00011520,2017,1094,50.0078,14.4469,1969,2023
EZM00011520,2018,1095,50.0078,14.4469,1969,2023
EZM00011520,2019,1095,50.0078,14.4469,1969,2023
EZM00011520,2020,1096,50.0078,14.4469,1969,2023
EZM00011722,1996,49,49.08,16.62,1996,2003
EZM00011722,1997,492,49.08,16.62,1996,2003
EZM00011722,1998,129,49.08,16.62,1996,2003
EZM00011722,1999,593,49.08,16.62,1996,2003
EZM00011722,2000,941,49.08,16.62,1996,2003
EZM00011722,2001,908,49.08,16.62,1996,2003
EZM00011722,2002,753,49.08,16.62,1996,2003
EZM00011722,2003,654,49.08,16.62,1996,2003
EZM00011747,2003,63,49.4525,17.1347,2003,2023
EZM00011747,2004,671,49.4525,17.1347,2003,2023
EZM00011747,2005,729,49.4525,17.1347,2003,2023
EZM00011747,2006,730,49.4525,17.1347,2003,2023
EZM00011747,2007,731,49.4525,17.1347,2003,2023
EZM00011747,2008,732,49.4525,17.1347,2003,2023
EZM00011747,2009,729,49.4525,17.1347,2003,2023
EZM00011747,2010,733,49.4525,17.1347,2003,2023
EZM00011747,2011,729,49.4525,17.1347,2003,2023
EZM00011747,2012,731,49.4525,17.1347,2003,2023
EZM00011747,2013,724,49.4525,17.1347,2003,2023
EZM00011747,2014,729,49.4525,17.1347,2003,2023
EZM00011747,2015,730,49.4525,17.1347,2003,2023
EZM00011747,2016,732,49.4525,17.1347,2003,2023
EZM00011747,2017,731,49.4525,17.1347,2003,2023
EZM00011747,2018,730,49.4525,17.1347,2003,2023
EZM00011747,2019,729,49.4525,17.1347,2003,2023
EZM00011747,2020,729,49.4525,17.1347,2003,2023
FGM00081401,1985,56,5.5,-54.033,1974,2001
FGM00081401,1986,56,5.5,-54.033,1974,2001
FGM00081401,1987,65,5.5,-54.033,1974,2001
FGM00081401,1990,29,5.5,-54.033,1974,2001
FGM00081401,1991,40,5.5,-54.033,1974,2001
FGM00081401,1995,119,5.5,-54.033,1974,2001
FGM00081401,1996,96,5.5,-54.033,1974,2001
FGM00081401,1997,89,5.5,-54.033,1974,2001
FGM00081401,1998,179,5.5,-54.033,1974,2001
FGM00081401,1999,124,5.5,-54.033,1974,2001
FGM00081401,2000,92,5.5,-54.033,1974,2001
FGM00081401,2001,32,5.5,-54.033,1974,2001
FGM00081405,1985,359,4.8222,-52.3653,1953,2023
FGM00081405,1986,429,4.8222,-52.3653,1953,2023
FGM00081405,1987,266,4.8222,-52.3653,1953,2023
FGM00081405,1988,115,4.8222,-52.3653,1953,2023
FGM00081405,1989,68,4.8222,-52.3653,1953,2023
FGM00081405,1990,197,4.8222,-52.3653,1953,2023
FGM00081405,1991,221,4.8222,-52.3653,1953,2023
FGM00081405,1992,125,4.8222,-52.3653,1953,2023
FGM00081405,1993,229,4.8222,-52.3653,1953,2023
FGM00081405,1994,323,4.8222,-52.3653,1953,2023
FGM00081405,1995,697,4.8222,-52.3653,1953,2023
FGM00081405,1996,716,4.8222,-52.3653,1953,2023
FGM00081405,1997,708,4.8222,-52.3653,1953,2023
FGM00081405,1998,713,4.8222,-52.3653,1953,2023
FGM00081405,1999,720,4.8222,-52.3653,1953,2023
FGM00081405,2000,724,4.8222,-52.3653,1953,2023
FGM00081405,2001,663,4.8222,-52.3653,1953,2023
FGM00081405,2002,724,4.8222,-52.3653,1953,2023
FGM00081405,2003,717,4.8222,-52.3653,1953,2023
FGM00081405,2004,723,4.8222,-52.3653,1953,2023
FGM00081405,2005,696,4.8222,-52.3653,1953,2023
FGM00081405,2006,701,4.8222,-52.3653,1953,2023
FGM00081405,2007,714,4.8222,-52.3653,1953,2023
FGM00081405,2008,718,4.8222,-52.3653,1953,2023
FGM00081405,2009,716,4.8222,-52.3653,1953,2023
FGM00081405,2010,715,4.8222,-52.3653,1953,2023
FGM00081405,2011,721,4.8222,-52.3653,1953,2023
FGM00081405,2012,729,4.8222,-52.3653,1953,2023
FGM00081405,2013,738,4.8222,-52.3653,1953,2023
FGM00081405,2014,780,4.8222,-52.3653,1953,2023
FGM00081405,2015,765,4.8222,-52.3653,1953,2023
FGM00081405,2016,746,4.8222,-52.3653,1953,2023
FGM00081405,2017,766,4.8222,-52.3653,1953,2023
FGM00081405,2018,776,4.8222,-52.3653,1953,2023
FGM00081405,2019,719,4.8222,-52.3653,1953,2023
FGM00081405,2020,862,4.8222,-52.3653,1953,2023
FGM00081408,1985,120,3.883,-51.8,1974,2000
FGM00081408,1986,133,3.883,-51.8,1974,2000
FGM00081408,1987,41,3.883,-51.8,1974,2000
FGM00081408,1995,147,3.883,-51.8,1974,2000
FGM00081408,1996,100,3.883,-51.8,1974,2000
FGM00081408,1997,127,3.883,-51.8,1974,2000
FGM00081408,1998,130,3.883,-51.8,1974,2000
FGM00081408,1999,106,3.883,-51.8,1974,2000
FGM00081408,2000,70,3.883,-51.8,1974,2000
FGM00081415,1985,48,3.633,-54.033,1974,2004
FGM00081415,1986,42,3.633,-54.033,1974,2004
FGM00081415,1995,61,3.633,-54.033,1974,2004
FGM00081415,1996,57,3.633,-54.033,1974,2004
FGM00081415,1997,98,3.633,-54.033,1974,2004
FGM00081415,1998,74,3.633,-54.033,1974,2004
FGM00081415,1999,99,3.633,-54.033,1974,2004
FGM00081415,2000,47,3.633,-54.033,1974,2004
FGM00081415,2003,35,3.633,-54.033,1974,2004
FGM00081415,2004,50,3.633,-54.033,1974,2004
FIM00002836,1985,1450,67.3667,26.6289,1920,2023
FIM00002836,1986,1391,67.3667,26.6289,1920,2023
FIM00002836,1987,1178,67.3667,26.6289,1920,2023
FIM00002836,1988,1445,67.3667,26.6289,1920,2023
FIM00002836,1989,1266,67.3667,26.6289,1920,2023
FIM00002836,1990,1077,67.3667,26.6289,1920,2023
FIM00002836,1991,1085,67.3667,26.6289,1920,2023
FIM00002836,1992,1099,67.3667,26.6289,1920,2023
FIM00002836,1993,729,67.3667,26.6289,1920,2023
FIM00002836,1994,724,67.3667,26.6289,1920,2023
FIM00002836,1995,720,67.3667,26.6289,1920,2023
FIM00002836,1996,726,67.3667,26.6289,1920,2023
FIM00002836,1997,708,67.3667,26.6289,1920,2023
FIM00002836,1998,727,67.3667,26.6289,1920,2023
FIM00002836,1999,724,67.3667,26.6289,1920,2023
FIM00002836,2000,730,67.3667,26.6289,1920,2023
FIM00002836,2001,721,67.3667,26.6289,1920,2023
FIM00002836,2002,724,67.3667,26.6289,1920,2023
FIM00002836,2003,728,67.3667,26.6289,1920,2023
FIM00002836,2004,732,67.3667,26.6289,1920,2023
FIM00002836,2005,727,67.3667,26.6289,1920,2023
FIM00002836,2006,726,67.3667,26.6289,1920,2023
FIM00002836,2007,736,67.3667,26.6289,1920,2023
FIM00002836,2008,728,67.3667,26.6289,1920,2023
FIM00002836,2009,730,67.3667,26.6289,1920,2023
FIM00002836,2010,783,67.3667,26.6289,1920,2023
FIM00002836,2011,718,67.3667,26.6289,1920,2023
FIM00002836,2012,688,67.3667,26.6289,1920,2023
FIM00002836,2013,731,67.3667,26.6289,1920,2023
FIM00002836,2014,721,67.3667,26.6289,1920,2023
FIM00002836,2015,726,67.3667,26.6289,1920,2023
FIM00002836,2016,766,67.3667,26.6289,1920,2023
FIM00002836,2017,715,67.3667,26.6289,1920,2023
FIM00002836,2018,968,67.3667,26.6289,1920,2023
FIM00002836,2019,720,67.3667,26.6289,1920,2023
FIM00002836,2020,1167,67.3667,26.6289,1920,2023
FIM00002935,1985,1381,62.3975,25.6708,1957,2016
FIM00002935,1986,1411,62.3975,25.6708,1957,2016
FIM00002935,1987,1061,62.3975,25.6708,1957,2016
FIM00002935,1988,1403,62.3975,25.6708,1957,2016
FIM00002935,1989,1209,62.3975,25.6708,1957,2016
FIM00002935,1990,1050,62.3975,25.6708,1957,2016
FIM00002935,1991,1064,62.3975,25.6708,1957,2016
FIM00002935,1992,1075,62.3975,25.6708,1957,2016
FIM00002935,1993,703,62.3975,25.6708,1957,2016
FIM00002935,1994,711,62.3975,25.6708,1957,2016
FIM00002935,1995,706,62.3975,25.6708,1957,2016
FIM00002935,1996,733,62.3975,25.6708,1957,2016
FIM00002935,1997,761,62.3975,25.6708,1957,2016
FIM00002935,1998,741,62.3975,25.6708,1957,2016
FIM00002935,1999,724,62.3975,25.6708,1957,2016
FIM00002935,2000,707,62.3975,25.6708,1957,2016
FIM00002935,2001,703,62.3975,25.6708,1957,2016
FIM00002935,2002,710,62.3975,25.6708,1957,2016
FIM00002935,2003,727,62.3975,25.6708,1957,2016
FIM00002935,2004,732,62.3975,25.6708,1957,2016
FIM00002935,2005,734,62.3975,25.6708,1957,2016
FIM00002935,2006,729,62.3975,25.6708,1957,2016
FIM00002935,2007,728,62.3975,25.6708,1957,2016
FIM00002935,2008,728,62.3975,25.6708,1957,2016
FIM00002935,2009,731,62.3975,25.6708,1957,2016
FIM00002935,2010,728,62.3975,25.6708,1957,2016
FIM00002935,2011,731,62.3975,25.6708,1957,2016
FIM00002935,2012,686,62.3975,25.6708,1957,2016
FIM00002935,2013,731,62.3975,25.6708,1957,2016
FIM00002935,2014,754,62.3975,25.6708,1957,2016
FIM00002935,2015,733,62.3975,25.6708,1957,2016
FIM00002935,2016,732,62.3975,25.6708,1957,2016
FIM00002963,1985,1366,60.8139,23.4975,1957,2023
FIM00002963,1986,1362,60.8139,23.4975,1957,2023
FIM00002963,1987,1063,60.8139,23.4975,1957,2023
FIM00002963,1988,1335,60.8139,23.4975,1957,2023
FIM00002963,1989,1219,60.8139,23.4975,1957,2023
FIM00002963,1990,1058,60.8139,23.4975,1957,2023
FIM00002963,1991,1061,60.8139,23.4975,1957,2023
FIM00002963,1992,1078,60.8139,23.4975,1957,2023
FIM00002963,1993,705,60.8139,23.4975,1957,2023
FIM00002963,1994,704,60.8139,23.4975,1957,2023
FIM00002963,1995,714,60.8139,23.4975,1957,2023
FIM00002963,1996,711,60.8139,23.4975,1957,2023
FIM00002963,1997,711,60.8139,23.4975,1957,2023
FIM00002963,1998,724,60.8139,23.4975,1957,2023
FIM00002963,1999,717,60.8139,23.4975,1957,2023
FIM00002963,2000,723,60.8139,23.4975,1957,2023
FIM00002963,2001,721,60.8139,23.4975,1957,2023
FIM00002963,2002,724,60.8139,23.4975,1957,2023
FIM00002963,2003,720,60.8139,23.4975,1957,2023
FIM00002963,2004,728,60.8139,23.4975,1957,2023
FIM00002963,2005,725,60.8139,23.4975,1957,2023
FIM00002963,2006,712,60.8139,23.4975,1957,2023
FIM00002963,2007,719,60.8139,23.4975,1957,2023
FIM00002963,2008,710,60.8139,23.4975,1957,2023
FIM00002963,2009,723,60.8139,23.4975,1957,2023
FIM00002963,2010,726,60.8139,23.4975,1957,2023
FIM00002963,2011,709,60.8139,23.4975,1957,2023
FIM00002963,2012,689,60.8139,23.4975,1957,2023
FIM00002963,2013,714,60.8139,23.4975,1957,2023
FIM00002963,2014,757,60.8139,23.4975,1957,2023
FIM00002963,2015,725,60.8139,23.4975,1957,2023
FIM00002963,2016,792,60.8139,23.4975,1957,2023
FIM00002963,2017,1415,60.8139,23.4975,1957,2023
FIM00002963,2018,1336,60.8139,23.4975,1957,2023
FIM00002963,2019,1407,60.8139,23.4975,1957,2023
FIM00002963,2020,1444,60.8139,23.4975,1957,2023
FJM00091680,1985,677,-17.75,177.45,1949,2023
FJM00091680,1986,713,-17.75,177.45,1949,2023
FJM00091680,1987,720,-17.75,177.45,1949,2023
FJM00091680,1988,696,-17.75,177.45,1949,2023
FJM00091680,1989,678,-17.75,177.45,1949,2023
FJM00091680,1990,697,-17.75,177.45,1949,2023
FJM00091680,1991,694,-17.75,177.45,1949,2023
FJM00091680,1992,706,-17.75,177.45,1949,2023
FJM00091680,1993,730,-17.75,177.45,1949,2023
FJM00091680,1994,660,-17.75,177.45,1949,2023
FJM00091680,1995,670,-17.75,177.45,1949,2023
FJM00091680,1996,556,-17.75,177.45,1949,2023
FJM00091680,1997,677,-17.75,177.45,1949,2023
FJM00091680,1998,597,-17.75,177.45,1949,2023
FJM00091680,1999,639,-17.75,177.45,1949,2023
FJM00091680,2000,715,-17.75,177.45,1949,2023
FJM00091680,2001,692,-17.75,177.45,1949,2023
FJM00091680,2002,624,-17.75,177.45,1949,2023
FJM00091680,2003,660,-17.75,177.45,1949,2023
FJM00091680,2004,721,-17.75,177.45,1949,2023
FJM00091680,2005,627,-17.75,177.45,1949,2023
FJM00091680,2006,650,-17.75,177.45,1949,2023
FJM00091680,2007,670,-17.75,177.45,1949,2023
FJM00091680,2008,538,-17.75,177.45,1949,2023
FJM00091680,2009,682,-17.75,177.45,1949,2023
FJM00091680,2010,678,-17.75,177.45,1949,2023
FJM00091680,2011,716,-17.75,177.45,1949,2023
FJM00091680,2012,713,-17.75,177.45,1949,2023
FJM00091680,2013,705,-17.75,177.45,1949,2023
FJM00091680,2014,700,-17.75,177.45,1949,2023
FJM00091680,2015,722,-17.75,177.45,1949,2023
FJM00091680,2016,675,-17.75,177.45,1949,2023
FJM00091680,2017,704,-17.75,177.45,1949,2023
FJM00091680,2018,689,-17.75,177.45,1949,2023
FJM00091680,2019,504,-17.75,177.45,1949,2023
FJM00091680,2020,703,-17.75,177.45,1949,2023
FKM00088889,1990,885,-51.82,-58.4481,1990,2023
FKM00088889,1991,1400,-51.82,-58.4481,1990,2023
FKM00088889,1992,1409,-51.82,-58.4481,1990,2023
FKM00088889,1993,1329,-51.82,-58.4481,1990,2023
FKM00088889,1994,1239,-51.82,-58.4481,1990,2023
FKM00088889,1995,1085,-51.82,-58.4481,1990,2023
FKM00088889,1996,1021,-51.82,-58.4481,1990,2023
FKM00088889,1997,714,-51.82,-58.4481,1990,2023
FKM00088889,1998,1042,-51.82,-58.4481,1990,2023
FKM00088889,1999,966,-51.82,-58.4481,1990,2023
FKM00088889,2000,729,-51.82,-58.4481,1990,2023
FKM00088889,2001,735,-51.82,-58.4481,1990,2023
