radiosonde_id,lat,lon,year_first,year_last,iso3
JNM00001001,70.9397,-8.6678,1949,2023,
JOM00040265,32.3667,36.25,1963,2023,JOR
JOM00040270,31.983,35.983,1976,1986,JOR
JUM00061970,-17.05,42.717,1974,1998,
KEM00063612,3.1186,35.64,1973,2020,KEN
KEM00063619,3.533,39.05,1974,1991,ETH
KEM00063624,3.933,41.867,1973,1990,SOM
KEM00063641,2.333,37.983,1979,1991,KEN
KEM00063661,1.017,35.0,1961,1996,KEN
KEM00063671,1.75,40.067,1952,1990,KEN
KEM00063686,0.483,35.3,1979,1995,KEN
KEM00063695,0.083,37.65,1977,1995,KEN
KEM00063708,-0.1,34.75,1960,1991,KEN
KEM00063710,-0.367,35.267,1975,1996,KEN
KEM00063714,-0.267,36.1,1973,1999,KEN
KEM00063717,-0.433,36.967,1979,1988,KEN
KEM00063720,-0.5,37.45,1979,1995,KEN
KEM00063723,-0.467,39.633,1973,1999,KEN
KEM00063737,-1.133,35.833,1973,1996,KEN
KEM00063741,-1.3036,36.7597,1949,2023,KEN
KEM00063766,-2.283,37.833,1973,1999,KEN
KEM00063793,-3.4,38.567,1973,1995,KEN
KEM00063799,-3.217,40.1,1973,1988,KEN
KGM00036974,41.433,76.0,1967,1992,KGZ
KGM00038353,42.833,74.583,1956,2007,KGZ
KGM00038613,40.917,72.95,1958,1992,KGZ
KNM00047041,39.9333,127.55,1978,2015,PRK
KNM00047058,39.0333,125.7833,1957,2016,PRK
KRM00091492,2.0,-157.4,1962,2001,KIR
KRM00091610,1.35,172.9167,1958,2023,
KRM00091701,-2.767,-171.717,1943,1992,KIR
KSM00047090,38.2508,128.5647,2001,2023,KOR
KSM00047090,38.2508,128.5647,2001,2023,KOR
KSM00047101,37.9025,127.7358,1970,2012,KOR
KSM00047101,37.9025,127.7358,1970,2012,KOR
KSM00047102,37.966,124.63,1973,2008,KOR
KSM00047102,37.966,124.63,1973,2008,KOR
KSM00047107,37.75,128.95,1973,2000,KOR
KSM00047107,37.75,128.95,1973,2000,KOR
KSM00047110,37.567,126.783,1945,1990,KOR
KSM00047110,37.567,126.783,1945,1990,KOR
KSM00047111,37.433,127.117,1978,1988,KOR
KSM00047111,37.433,127.117,1978,1988,KOR
KSM00047113,37.4667,126.4333,2020,2020,KOR
KSM00047113,37.4667,126.4333,2020,2020,KOR
KSM00047118,37.433,127.95,1973,2000,KOR
KSM00047118,37.433,127.95,1973,2000,KOR
KSM00047122,37.0833,127.0333,1957,2023,KOR
KSM00047122,37.0833,127.0333,1957,2023,KOR
KSM00047123,37.1,128.8667,1987,2000,KOR
KSM00047123,37.1,128.8667,1987,2000,KOR
KSM00047128,36.7,127.5,1979,2000,KOR
KSM00047128,36.7,127.5,1979,2000,KOR
KSM00047129,36.767,126.467,1997,2000,KOR
KSM00047129,36.767,126.467,1997,2000,KOR
KSM00047131,36.633,127.433,1978,2000,KOR
KSM00047131,36.633,127.433,1978,2000,KOR
KSM00047134,36.617,128.35,1977,2000,KOR
KSM00047134,36.617,128.35,1977,2000,KOR
KSM00047138,36.0319,129.38,1967,2023,KOR
KSM00047138,36.0319,129.38,1967,2023,KOR
KSM00047142,35.9,128.65,1973,2000,KOR
KSM00047142,35.9,128.65,1973,2000,KOR
KSM00047153,35.169,128.934,1973,2000,KOR
KSM00047153,35.169,128.934,1973,2000,KOR
KSM00047155,35.1703,128.5728,2016,2023,KOR
KSM00047155,35.1703,128.5728,2016,2023,KOR
KSM00047158,35.1167,126.8,1973,2023,KOR
KSM00047158,35.1167,126.8,1973,2023,KOR
KSM00047161,35.083,128.083,1952,2000,KOR
KSM00047161,35.083,128.083,1952,2000,KOR
KSM00047169,34.6872,125.4511,2003,2023,KOR
KSM00047169,34.6872,125.4511,2003,2023,KOR
KSM00047185,33.2939,126.1628,1988,2016,
KSM00047199,35.433,126.433,1980,1986,
KUM00040582,29.2425,47.9714,1983,2023,KWT
KZM00028951,53.2333,63.6167,1950,2023,KAZ
KZM00035108,51.25,51.4,1950,1996,KAZ
KZM00035229,50.2833,57.15,1946,2023,KAZ
KZM00035361,50.133,65.233,1962,1989,KAZ
KZM00035394,49.8,73.15,1946,2023,KAZ
KZM00035671,47.8,67.7167,1961,2023,KAZ
KZM00035700,47.1167,51.9167,1951,2023,KAZ
KZM00035746,46.783,61.65,1947,1995,KAZ
KZM00035796,46.8,75.083,1953,1995,KAZ
KZM00036003,52.3,76.9333,1958,2023,KAZ
KZM00036177,50.417,80.3,1947,1995,KAZ
KZM00036859,44.167,80.067,1957,1994,KAZ
KZM00036872,43.3633,77.0042,1940,2023,KAZ
KZM00038064,44.7667,65.5167,1950,2023,KAZ
KZM00038341,42.85,71.3,1956,2023,KAZ
LAM00048940,17.95,102.567,1973,1987,THA
LEM00040100,33.817,35.483,1953,2007,LBN
LGM00026406,56.483,21.017,1950,1992,LVA
LGM00026422,56.917,23.967,1942,2005,LVA
LGM00026435,56.6425,25.1283,2006,2023,LVA
LHM00026629,54.8839,23.8358,1947,2023,LTU
LIM00065660,6.25,-10.35,1977,1987,LBR
LOM00011952,49.0333,20.3167,1977,2023,SVK
LYM00062002,31.867,10.983,1973,1986,LBY
LYM00062002,31.867,10.983,1973,1986,LBY
LYM00062007,32.883,12.083,1973,1986,LBY
LYM00062007,32.883,12.083,1973,1986,LBY
LYM00062010,32.6833,13.1667,1971,2010,LBY
LYM00062010,32.6833,13.1667,1971,2010,LBY
LYM00062016,32.417,15.05,1981,1986,LBY
LYM00062016,32.417,15.05,1981,1986,LBY
LYM00062019,31.2,16.583,1975,1995,LBY
LYM00062019,31.2,16.583,1975,1995,LBY
LYM00062053,32.1,20.2667,1951,2013,LBY
LYM00062053,32.1,20.2667,1951,2013,LBY
LYM00062055,30.717,20.167,1973,1986,LBY
LYM00062055,30.717,20.167,1973,1986,LBY
LYM00062059,32.783,22.583,1942,1986,LBY
LYM00062059,32.783,22.583,1942,1986,LBY
LYM00062062,32.1,23.933,1958,1986,LBY
LYM00062062,32.1,23.933,1958,1986,LBY
LYM00062103,30.133,9.5,1973,1997,LBY
LYM00062103,30.133,9.5,1973,1997,LBY
LYM00062124,27.0167,14.45,1975,2011,LBY
LYM00062124,27.0167,14.45,1975,2011,LBY
LYM00062161,29.033,21.567,1973,1986,LBY
LYM00062161,29.033,21.567,1973,1986,LBY
LYM00062176,29.75,24.533,1973,1986,LBY
LYM00062176,29.75,24.533,1973,1986,LBY
LYM00062259,25.8,21.133,1973,1986,LBY
LYM00062259,25.8,21.133,1973,1986,LBY
LYM00062271,24.217,23.3,1973,1989,LBY
LYM00062271,24.217,23.3,1973,1989,LBY
MAM00067009,-12.35,49.3,1973,2001,MDG
MAM00067025,-15.0,50.333,1973,1999,MDG
MAM00067027,-15.6667,46.35,1973,2023,MDG
MAM00067083,-18.8,47.4833,1967,2023,MDG
MAM00067095,-18.1167,49.4,1973,2021,MDG
MAM00067117,-20.283,44.317,1973,1997,MDG
MAM00067137,-21.45,47.1,1973,1994,MDG
MAM00067143,-21.2,48.367,1973,1995,MDG
MAM00067152,-22.55,45.4,1973,2006,MDG
MAM00067161,-23.383,43.733,1973,1996,MDG
MAM00067197,-25.0333,46.95,1972,2023,MDG
MBM00078925,14.6,-61.0,1973,2001,FRA
MDM00033815,47.017,28.867,1949,2002,MDA
MFM00067005,-12.8,45.2833,1973,2009,FRA
MGM00044212,49.8,92.0833,1971,2023,MNG
MGM00044231,49.6333,100.1667,1971,2023,MNG
MGM00044259,48.0833,114.55,1973,2013,MNG
MGM00044277,46.4,96.25,1970,2013,MNG
MGM00044288,46.2667,102.7833,1973,2013,MNG
MGM00044292,47.9167,106.8667,1956,2023,MNG
MGM00044354,44.9,110.117,1957,1990,MNG
MGM00044373,43.5833,104.4167,1959,2023,MNG
MGM00044385,43.2,107.167,1974,1989,MNG
MIM00067423,-9.95,33.883,1970,1994,MWI
MIM00067485,-11.883,33.617,1962,1994,MWI
MIM00067489,-11.45,34.017,1966,1992,MWI
MIM00067586,-13.783,33.767,1982,2002,MWI
MIM00067597,-13.75,34.583,1972,1995,MWI
MIM00067693,-15.683,34.967,1962,1992,MWI
MKM00013586,41.95,21.633,1973,2008,MKD
MLM00061202,20.2,0.9833,1948,2010,MLI
MLM00061214,18.433,1.35,1973,1993,MLI
MLM00061223,16.7167,-3.0,1973,2012,MLI
MLM00061226,16.267,-0.05,1940,2005,MLI
MLM00061233,15.167,-7.283,1978,1991,MLI
MLM00061257,14.482,-11.44,1973,1997,MLI
MLM00061265,14.5167,-4.1,1973,2023,MLI
MLM00061272,13.433,-6.283,1945,1990,MLI
MLM00061291,12.5333,-7.95,1975,2023,MLI
MOM00060101,35.733,-5.9,1984,1987,MAR
MOM00060115,34.783,-1.95,1973,1997,MAR
MOM00060155,33.5667,-7.6667,1949,2023,MAR
MOM00060191,32.367,-6.4,1986,2023,MAR
MOM00060195,32.683,-4.733,1973,1988,MAR
MOM00060210,31.933,-4.4,1974,1995,MAR
MOM00060230,31.617,-8.033,1973,1994,MAR
MOM00060250,30.383,-9.567,1969,1991,MAR
MOM00060252,30.333,-9.417,1992,2003,MAR
MPM00061974,-10.433,56.75,1973,2006,
MPM00061986,-16.45,59.617,1973,2006,
MPM00061988,-19.683,63.417,1973,2006,MUS
MPM00061995,-20.2975,57.4947,1966,2022,MUS
MQM00091066,28.2,-177.3833,1947,1991,UMI
MRM00061401,25.233,-11.617,1951,1989,MRT
MRM00061404,22.75,-12.483,1984,1993,MRT
MRM00061415,20.9333,-17.0333,1940,2023,MRT
MRM00061421,20.517,-13.067,1940,1989,MRT
MRM00061442,18.1,-15.95,1941,2023,MRT
MRM00061497,16.6,-7.267,1942,1991,MRT
MRM00061498,16.633,-11.4,1973,1993,MRT
MTM00016597,35.85,14.483,1949,2000,MLT
MUM00041256,23.5953,58.2983,1978,2023,OMN
MUM00041316,17.0439,54.1022,1973,2023,OMN
MVM00043555,4.1917,73.5292,1975,2011,MDV
MVM00043599,-0.6933,73.1556,1961,2021,
MXM00076151,28.883,-118.3,1971,1998,
MXM00076225,28.6667,-106.0333,1964,2023,MEX
MXM00076256,27.95,-110.8,1964,2023,MEX
MXM00076370,25.617,-109.05,2005,2006,MEX
MXM00076382,25.533,-103.45,1994,2004,MEX
MXM00076394,25.8667,-100.2333,1964,2023,MEX
MXM00076405,24.1167,-110.3167,1975,2023,MEX
MXM00076458,23.2167,-106.4,1948,2023,MEX
MXM00076526,22.75,-102.5,2000,2023,MEX
MXM00076549,22.283,-97.85,2002,2006,MEX
MXM00076595,21.0167,-86.85,1995,2023,MEX
MXM00076612,20.7,-103.3833,1979,2023,MEX
MXM00076644,20.95,-89.65,1948,2023,MEX
MXM00076654,19.0667,-104.3333,1976,2023,
MXM00076679,19.4333,-99.1333,1948,2023,MEX
MXM00076692,19.15,-96.1333,1952,2023,MEX
MXM00076713,18.633,-91.833,2005,2005,
MXM00076723,18.717,-110.95,1973,2007,
MXM00076743,17.9833,-92.9333,2005,2023,MEX
MXM00076805,16.75,-99.75,1974,2023,MEX
MXM00076833,16.1667,-95.1667,2002,2003,MEX
MXM00076903,14.9167,-92.25,2011,2023,MEX
MYM00048601,5.3,100.2667,1968,2023,MYS
MYM00048615,6.1667,102.2833,1973,2023,MYS
MYM00048620,4.2167,100.7,1973,2018,MYS
MYM00048647,3.117,101.55,1971,1998,MYS
MYM00048648,3.1,101.65,1984,1999,MYS
MYM00048650,2.7167,101.7,1999,2023,MYS
MYM00048657,3.7833,103.2167,1971,2023,MYS
MYM00096413,1.4833,110.3333,1973,2023,MYS
MYM00096441,3.2,113.0333,1973,2023,
MYM00096471,5.9333,116.05,1969,2023,
MYM00096481,4.2667,117.8833,1979,2023,MYS
MYM00096491,5.9,118.0667,1973,2018,MYS
MZM00067237,-15.1,39.283,1972,2005,MOZ
MZM00067341,-25.917,32.567,1937,1996,MOZ
NCM00091577,-20.567,164.283,1973,2004,NCL
NCM00091582,-20.767,167.233,1973,2004,NCL
NCM00091592,-22.2761,166.4528,1960,2023,NCL
NFM00094996,-29.0389,167.9408,1943,2023,NFK
NGM00061017,18.683,12.917,1950,2001,NER
NGM00061024,16.9667,7.9833,1947,2023,NER
NGM00061052,13.4833,2.1667,1940,2023,NER
NGM00061075,13.8,5.25,1955,2012,NER
NGM00061080,13.467,7.083,1980,2002,NER
NGM00061090,13.7833,8.9833,1940,2012,NER
NHM00091557,-17.7,168.3,1986,2016,VUT
NIM00065046,12.05,8.5333,1972,2023,NGA
NIM00065125,9.25,7.0,2006,2016,NGA
NIM00065202,6.5,3.3833,1966,2021,NGA
NLM00006210,52.167,4.433,1994,2002,NLD
NLM00006235,52.9269,4.7811,1921,2014,NLD
NLM00006242,53.25,4.917,1977,2002,NLD
NLM00006260,52.0989,5.1797,1911,2023,NLD
NNM00078866,18.0333,-63.1167,1956,2023,
