station_id
01001099999
01003099999
01008099999
01010099999
01015099999
01023099999
01025099999
01028099999
01033099999
01047099999
01049099999
01052099999
01055099999
01059099999
01062099999
01068099999
01074099999
01078099999
01083099999
01088099999
01089099999
01098099999
01102099999
01112099999
01115099999
01116099999
01121099999
01141099999
01151099999
01152099999
01160099999
01161099999
01162099999
01183099999
01205099999
01209099999
01210099999
01212099999
01217099999
01218099999
01223099999
01228099999
01238099999
01240099999
01241099999
01245099999
01262099999
01271099999
01288099999
01290099999
01304099999
01310099999
01311099999
01317099999
01320099999
01347099999
01355099999
01360099999
01367099999
01380099999
01384099999
01389099999
01393099999
01403099999
01403399999
01406099999
01408099999
01415099999
01424099999
01425099999
01427099999
01436099999
01442099999
01448099999
01452099999
01455099999
01465099999
01467099999
01482099999
01494099999
02044099999
02124099999
02154099999
02186099999
02226099999
02259099999
02286099999
02366099999
02418099999
02446099999
02458099999
02460099999
02464099999
02496099999
02518099999
02520099999
02526099999
02550099999
02562099999
02571099999
02590099999
02616099999
02636099999
02664099999
02672099999
02805099999
02807099999
02836099999
02844099999
02845099999
02869099999
02875099999
02897099999
02910099999
02911099999
02913099999
02915099999
02917099999
02924099999
02929099999
02935099999
02942099999
02944099999
02945099999
02947099999
02952099999
02958099999
02963099999
02966099999
02972099999
02974099999
02976099999
02980099999
02981099999
02982099999
02984099999
03003099999
03005099999
03006499999
03008099999
03017099999
03022099999
03026099999
03047099999
03059099999
03063099999
03065099999
03066099999
03068099999
03075099999
03091099999
03100099999
03111099999
03132099999
03135099999
03140099999
03153099999
03160099999
03162099999
03171099999
03204099999
03210099999
03212099999
03214099999
03222099999
03225099999
03226099999
03230099999
03240099999
03257099999
03263599999
03266099999
03281099999
03302099999
03316099999
03318099999
03321099999
03334099999
03344099999
03354099999
03373599999
03377099999
03379099999
03391099999
03392099999
03414099999
03418599999
03462099999
03469099999
03482099999
03502099999
03503099999
03507099999
03529099999
03534099999
03544099999
03571599999
03590099999
03604099999
03644099999
03647099999
03649099999
03658099999
03672099999
03683099999
03693099999
03707099999
03715099999
03740099999
03746099999
03749099999
03761099999
03772099999
03776099999
03796099999
03808099999
03809099999
03827099999
03839099999
03853099999
03862099999
03865099999
03866099999
03872099999
03894099999
03895099999
03917099999
03923099999
03953099999
03955099999
03962099999
03969099999
03970099999
03971099999
03976099999
03980099999
04005099999
04013099999
04018016201
04030099999
04048099999
04063099999
04073099999
04082099999
04085099999
04089099999
04097099999
04202099999
04208099999
04214099999
04220099999
04228099999
04231099999
04242099999
04250099999
04253099999
04266099999
04270099999
04272099999
04285099999
04313099999
04320099999
04330099999
04360099999
04390099999
06010099999
06011099999
06030099999
06034099999
06041099999
06052099999
06060099999
06066099999
06070099999
06080099999
06081099999
06096099999
06104099999
06110099999
06118099999
06119099999
06120099999
06159099999
06169099999
06170099999
06180099999
06183099999
06190099999
06193099999
06235099999
06240099999
06242099999
06260099999
06270099999
06275099999
06280099999
06290099999
06310099999
06330099999
06344099999
06350099999
06370099999
06375099999
06380099999
06400099999
06407099999
06428099999
06432099999
06447099999
06449099999
06450099999
06451099999
06456099999
06458099999
06465099999
06476099999
06478099999
06479099999
06490099999
06496099999
06590099999
06604099999
06610099999
06612099999
06616099999
06639099999
06643099999
06660099999
06669099999
06670099999
06672099999
06680099999
06681099999
06700099999
06702099999
06712099999
06720099999
06724099999
06730099999
06734099999
06750099999
06753099999
06759099999
06760099999
06762099999
06770099999
06771099999
06782099999
06783099999
06786099999
06791099999
06792099999
06794099999
06990099999
07002099999
07005099999
07010099999
07020099999
07028099999
07037099999
07040099999
07055099999
07061099999
07100099999
07106099999
07110099999
07125099999
07130099999
07139099999
07140099999
07143099999
07147099999
07150099999
07153099999
07157099999
07168099999
07169099999
07180099999
07181099999
07190099999
07205099999
07207099999
07217099999
07222099999
07230099999
07235099999
