datetime,tmp,tmp_3h,tmp_6h,slp,slp_3h,slp_6h,QUALITY_CONTROL
2010-04-23 00:00:00,0.11000000000000001,0.40999999999999964,0.71,1010.4100000000001,1010.31,1010.2671428571429,V020
2010-04-23 12:00:00,4.01,4.009999999999999,3.424285714285714,,,,V020
2010-04-24 00:00:00,0.61,0.3766666666666661,0.5671428571428571,1011.3100000000001,1011.31,1011.3671428571428,V020
2010-04-24 12:00:00,1.01,1.0099999999999996,1.11,,,,V020
2010-04-25 00:00:00,0.71,1.1099999999999994,1.6385714285714286,1019.01,1019.0766666666665,1019.1242857142855,V020
2010-04-25 12:00:00,3.21,3.3766666666666665,2.9814285714285718,1021.01,1020.9433333333333,,V020
2010-04-26 00:00:00,1.1099999999999999,0.7433333333333331,0.9528571428571428,1020.01,1019.9766666666666,1019.8385714285714,V020
2010-04-26 12:00:00,5.01,4.343333333333333,4.152857142857143,,,,V020
2010-04-27 00:00:00,2.1100000000000003,2.0100000000000002,1.452857142857143,996.01,995.8766666666667,995.7528571428571,V020
2010-04-27 12:00:00,0.01,1.01,1.4385714285714286,,,,V020
2010-04-28 00:00:00,2.6100000000000003,2.2433333333333336,1.8957142857142857,1003.51,1003.5433333333332,1003.3385714285713,V020
2010-04-28 12:00:00,0.21000000000000002,0.5433333333333331,0.3814285714285714,1000.9100000000001,,,V020
2010-04-29 00:00:00,1.01,0.5766666666666665,0.5242857142857142,1001.21,1001.0766666666667,1001.21,V020
2010-04-29 12:00:00,1.01,0.6766666666666664,0.8671428571428572,,,,V020
2010-04-30 00:00:00,3.41,2.91,2.738571428571429,1005.11,1005.0766666666665,1004.9814285714284,V020
2010-04-30 12:00:00,3.1100000000000003,3.143333333333333,2.924285714285714,1003.51,,,V020
2010-05-01 00:00:00,0.8099999999999999,0.8099999999999996,0.6528571428571428,1000.71,1000.6766666666666,1000.6385714285715,V020
2010-05-01 12:00:00,2.0100000000000002,2.3433333333333333,2.295714285714286,,,,V020
2010-05-02 00:00:00,0.8099999999999999,1.3099999999999998,1.4385714285714286,995.51,995.5099999999999,995.5242857142857,V020
2010-05-02 12:00:00,4.51,4.443333333333333,4.081428571428572,994.51,994.5433333333332,,V020
2010-05-03 00:00:00,3.41,3.41,3.41,1001.8100000000001,1001.6766666666666,1001.5957142857143,V020
2010-05-03 12:00:00,5.01,5.343333333333334,5.381428571428571,,,,V020
2010-05-04 00:00:00,2.71,2.5100000000000002,2.638571428571429,1014.61,1014.6433333333333,1014.6528571428571,V020
2010-05-04 12:00:00,5.8100000000000005,5.943333333333334,5.838571428571429,1018.8100000000001,,,V020
2010-05-05 00:00:00,0.31,,,1019.8100000000001,,,V020
2010-05-05 12:00:00,3.0100000000000002,3.0100000000000002,2.867142857142858,,,,V020
2010-05-06 00:00:00,1.1099999999999999,,,1021.8100000000001,,,V020
2010-05-06 12:00:00,6.01,6.076666666666667,,,,,V020
2010-05-07 00:00:00,0.41,,,1027.71,,,V020
2010-05-07 12:00:00,8.01,7.81,7.352857142857142,,,,V020
2010-05-08 00:00:00,2.21,2.5100000000000002,,1017.11,1017.0433333333334,,V020
2010-05-08 12:00:00,9.01,,,,,,V020
2010-05-09 00:00:00,1.41,,,1008.51,,,V020
2010-05-09 12:00:00,4.11,,,1007.01,,,V020
2010-05-10 00:00:00,1.41,,,1008.71,,,V020
2010-05-10 12:00:00,6.01,6.11,5.61,,,,V020
2010-05-11 00:00:00,5.51,,,1010.9100000000001,,,V020
2010-05-11 12:00:00,9.01,8.01,7.724285714285714,,,,V020
